,states,year,quarter,district,trans_counts,amount
6934,madhya-pradesh,2020,4,mandla district,834886,1577936334
6935,madhya-pradesh,2020,4,indore district,25715586,42359214661
6936,madhya-pradesh,2020,4,shahdol district,1463780,2800510420
6937,madhya-pradesh,2020,4,ratlam district,2168894,4568608001
6938,madhya-pradesh,2020,4,panna district,643236,1391244911
6939,madhya-pradesh,2020,4,chhatarpur district,1286133,2810603686
6940,madhya-pradesh,2021,1,morena district,1642617,4076150821
6941,madhya-pradesh,2021,1,alirajpur district,228504,499989236.2
6942,madhya-pradesh,2021,1,sehore district,3804912,6207673601
6943,madhya-pradesh,2021,1,rajgarh district,2591177,5531194246
6944,madhya-pradesh,2021,1,khargone district,2478158,5022742956
6945,madhya-pradesh,2021,1,satna district,2437515,4816296176
6946,madhya-pradesh,2021,1,narsinghpur district,1563580,3177530091
6947,madhya-pradesh,2021,1,jabalpur district,6508756,11341470368
6948,madhya-pradesh,2021,1,hoshangabad district,2149209,3776567780
6949,madhya-pradesh,2021,1,vidisha district,2319909,4298632209
6950,madhya-pradesh,2021,1,balaghat district,2315936,4600620056
6951,madhya-pradesh,2021,1,singrauli district,2282715,4545863631
6952,madhya-pradesh,2021,1,betul district,2398625,4370416167
6953,madhya-pradesh,2021,1,sidhi district,1032630,2364548733
6954,madhya-pradesh,2021,1,datia district,635398,1461101646
6955,madhya-pradesh,2021,1,dewas district,3992803,6833124438
6956,madhya-pradesh,2021,1,sheopur district,441474,999133018.3
6957,madhya-pradesh,2021,1,neemuch district,1242613,2652786981
6958,madhya-pradesh,2021,1,raisen district,2579640,4173866749
6959,madhya-pradesh,2021,1,mandsaur district,1919705,4173482938
6960,madhya-pradesh,2021,1,barwani district,1067563,2248538999
6961,madhya-pradesh,2021,1,katni district,1402614,2685443832
6962,madhya-pradesh,2021,1,dindori district,490349,1119999389
6963,madhya-pradesh,2021,1,shivpuri district,1542033,3503136658
6964,madhya-pradesh,2021,1,gwalior district,7162483,13365571400
6965,madhya-pradesh,2021,1,anuppur district,1029032,1990314405
6966,madhya-pradesh,2021,1,agar malwa district,811955,1905456872
6967,madhya-pradesh,2021,1,ashoknagar district,744766,1569426631
6968,madhya-pradesh,2021,1,sagar district,3149917,5653447302
6969,madhya-pradesh,2021,1,niwari district,260101,590317182.4
6970,madhya-pradesh,2021,1,rewa district,2905406,6260073492
6971,madhya-pradesh,2021,1,shajapur district,1726969,3385896059
6972,madhya-pradesh,2021,1,ujjain district,4926814,8661804509
6973,madhya-pradesh,2021,1,bhind district,1375999,3080179035
6974,madhya-pradesh,2021,1,tikamgarh district,709159,1447720949
6975,madhya-pradesh,2021,1,seoni district,1598317,3496206162
6976,madhya-pradesh,2021,1,harda district,783753,1460099483
6977,madhya-pradesh,2021,1,burhanpur district,901398,1614553569
6978,madhya-pradesh,2021,1,damoh district,823880,1759875820
6979,madhya-pradesh,2021,1,bhopal district,67309234,1.01726E+11
6980,madhya-pradesh,2021,1,jhabua district,597586,1283708736
6981,madhya-pradesh,2021,1,dhar district,4368739,7366487165
6982,madhya-pradesh,2021,1,guna district,1882964,3799877431
6983,madhya-pradesh,2021,1,east nimar district,1695991,3040530343
6984,madhya-pradesh,2021,1,chhindwara district,3281453,6171721023
6985,madhya-pradesh,2021,1,umaria district,634168,1277673278
6986,madhya-pradesh,2021,1,mandla district,858851,1727915177
6987,madhya-pradesh,2021,1,indore district,37457244,53867415617
6988,madhya-pradesh,2021,1,shahdol district,1585789,3112033780
6989,madhya-pradesh,2021,1,ratlam district,2401427,5101007537
6990,madhya-pradesh,2021,1,panna district,633224,1480548117
6991,madhya-pradesh,2021,1,chhatarpur district,1313444,2858061843
6992,madhya-pradesh,2021,2,morena district,2232701,5471936992
6993,madhya-pradesh,2021,2,alirajpur district,337155,789494452
6994,madhya-pradesh,2021,2,sehore district,4199604,7779826903
6995,madhya-pradesh,2021,2,rajgarh district,3307789,7622592229
6996,madhya-pradesh,2021,2,khargone district,3055934,6344132532
6997,madhya-pradesh,2021,2,satna district,3121411,6595997323
6998,madhya-pradesh,2021,2,narsinghpur district,1855069,3989323923
6999,madhya-pradesh,2021,2,jabalpur district,6808088,12879587251
7000,madhya-pradesh,2021,2,hoshangabad district,2539274,5124085752
7001,madhya-pradesh,2021,2,vidisha district,2818313,6172397704
7002,madhya-pradesh,2021,2,balaghat district,2827665,5854873523
7003,madhya-pradesh,2021,2,singrauli district,2696777,5447820053
7004,madhya-pradesh,2021,2,betul district,2817683,5192964520
7005,madhya-pradesh,2021,2,sidhi district,1411602,3442541642
7006,madhya-pradesh,2021,2,datia district,827843,2030280649
7007,madhya-pradesh,2021,2,dewas district,4430778,8482648817
7008,madhya-pradesh,2021,2,sheopur district,584509,1455672323
7009,madhya-pradesh,2021,2,neemuch district,1431573,2946323814
7010,madhya-pradesh,2021,2,raisen district,2995052,5530806420
7011,madhya-pradesh,2021,2,mandsaur district,2219684,4866467551
7012,madhya-pradesh,2021,2,barwani district,1345781,2884332779
7013,madhya-pradesh,2021,2,katni district,1723310,3464169343
7014,madhya-pradesh,2021,2,dindori district,608674,1511466140
7015,madhya-pradesh,2021,2,shivpuri district,1989814,4908158569
7016,madhya-pradesh,2021,2,gwalior district,7475892,15466583871
7017,madhya-pradesh,2021,2,anuppur district,1244262,2337702544
7018,madhya-pradesh,2021,2,agar malwa district,973164,2382536116
7019,madhya-pradesh,2021,2,ashoknagar district,1025526,2445354253
7020,madhya-pradesh,2021,2,sagar district,3641764,7548955784
7021,madhya-pradesh,2021,2,niwari district,334508,764025684.2
7022,madhya-pradesh,2021,2,rewa district,3692722,8211449729
7023,madhya-pradesh,2021,2,shajapur district,2078924,4515078777
7024,madhya-pradesh,2021,2,ujjain district,4879699,9676724764
7025,madhya-pradesh,2021,2,bhind district,1929431,4392948922
7026,madhya-pradesh,2021,2,tikamgarh district,978223,2309862362
7027,madhya-pradesh,2021,2,seoni district,1926324,4585663550
7028,madhya-pradesh,2021,2,harda district,1022389,2426740999
7029,madhya-pradesh,2021,2,burhanpur district,1145247,2161598324
7030,madhya-pradesh,2021,2,damoh district,1088303,2419007346
7031,madhya-pradesh,2021,2,bhopal district,74643630,1.27039E+11
7032,madhya-pradesh,2021,2,jhabua district,771669,1681131398
7033,madhya-pradesh,2021,2,dhar district,5029916,9012726646
7034,madhya-pradesh,2021,2,guna district,2290014,5355657187
7035,madhya-pradesh,2021,2,east nimar district,2100816,3941324465
7036,madhya-pradesh,2021,2,chhindwara district,3787673,7484666558
7037,madhya-pradesh,2021,2,umaria district,824921,1625485208
7038,madhya-pradesh,2021,2,mandla district,1048839,2209589288
7039,madhya-pradesh,2021,2,indore district,34159162,59026805793
7040,madhya-pradesh,2021,2,shahdol district,1858973,3815559118
7041,madhya-pradesh,2021,2,ratlam district,2599381,5685659163
7042,madhya-pradesh,2021,2,panna district,870375,2165150098
7043,madhya-pradesh,2021,2,chhatarpur district,1706850,4026012851
7044,madhya-pradesh,2021,3,morena district,2663845,5913102281
7045,madhya-pradesh,2021,3,alirajpur district,405281,866069975.6
7046,madhya-pradesh,2021,3,sehore district,5466240,8629273157
7047,madhya-pradesh,2021,3,rajgarh district,4362607,8110477016
7048,madhya-pradesh,2021,3,khargone district,4080827,7653424067
7049,madhya-pradesh,2021,3,satna district,3863963,7099161854
7050,madhya-pradesh,2021,3,narsinghpur district,2306626,4381298517
7051,madhya-pradesh,2021,3,jabalpur district,9691966,16293034528
7052,madhya-pradesh,2021,3,hoshangabad district,3357514,5790861782
7053,madhya-pradesh,2021,3,vidisha district,3335770,5867670567
7054,madhya-pradesh,2021,3,balaghat district,3613826,6476841319
7055,madhya-pradesh,2021,3,singrauli district,3618155,6621353481
7056,madhya-pradesh,2021,3,betul district,3654633,6054678741
7057,madhya-pradesh,2021,3,sidhi district,1699469,3628172897
7058,madhya-pradesh,2021,3,datia district,1020487,2200901347
7059,madhya-pradesh,2021,3,dewas district,6092595,9986506658
7060,madhya-pradesh,2021,3,sheopur district,653005,1463415451
7061,madhya-pradesh,2021,3,neemuch district,2073895,4051955941
7062,madhya-pradesh,2021,3,raisen district,3839223,5937299650
7063,madhya-pradesh,2021,3,mandsaur district,3144346,6258972327
7064,madhya-pradesh,2021,3,barwani district,1902146,3713834240
7065,madhya-pradesh,2021,3,katni district,2297587,4195234172
7066,madhya-pradesh,2021,3,dindori district,732555,1558066600
7067,madhya-pradesh,2021,3,shivpuri district,2526203,5208883167
7068,madhya-pradesh,2021,3,gwalior district,10677148,19237891487
7069,madhya-pradesh,2021,3,anuppur district,1546491,2591714167
7070,madhya-pradesh,2021,3,agar malwa district,1319027,2767273784
7071,madhya-pradesh,2021,3,ashoknagar district,1292875,2392758234
7072,madhya-pradesh,2021,3,sagar district,4691027,8366148266
7073,madhya-pradesh,2021,3,niwari district,415505,858519029.3
7074,madhya-pradesh,2021,3,rewa district,4556210,8799296257
7075,madhya-pradesh,2021,3,shajapur district,2725153,4865959006
7076,madhya-pradesh,2021,3,ujjain district,7652620,13233697399
7077,madhya-pradesh,2021,3,bhind district,2080070,4279914834
7078,madhya-pradesh,2021,3,tikamgarh district,1201562,2318909826
7079,madhya-pradesh,2021,3,seoni district,2537797,4896066893
7080,madhya-pradesh,2021,3,harda district,1238849,2408638434
7081,madhya-pradesh,2021,3,burhanpur district,1523550,2670012212
7082,madhya-pradesh,2021,3,damoh district,1339223,2698898324
7083,madhya-pradesh,2021,3,bhopal district,103403998,1.46735E+11
7084,madhya-pradesh,2021,3,jhabua district,1098652,2216570769
7085,madhya-pradesh,2021,3,dhar district,7010257,11371461568
7086,madhya-pradesh,2021,3,guna district,3046536,5615584297
7087,madhya-pradesh,2021,3,east nimar district,2804269,4694724162
7088,madhya-pradesh,2021,3,chhindwara district,5106996,8670292562
7089,madhya-pradesh,2021,3,umaria district,1019837,1814397212
7090,madhya-pradesh,2021,3,mandla district,1316351,2496120604
7091,madhya-pradesh,2021,3,indore district,55970712,81712956761
7092,madhya-pradesh,2021,3,shahdol district,2503362,4430769580
7093,madhya-pradesh,2021,3,ratlam district,3779757,7531821203
7094,madhya-pradesh,2021,3,panna district,1024773,2190941787
7095,madhya-pradesh,2021,3,chhatarpur district,2157963,4585651269
7096,madhya-pradesh,2021,4,morena district,3585380,8161920390
7097,madhya-pradesh,2021,4,alirajpur district,538522,1097069368
7098,madhya-pradesh,2021,4,sehore district,6733399,10809509304
7099,madhya-pradesh,2021,4,rajgarh district,5626439,10698887270
7100,madhya-pradesh,2021,4,khargone district,5088590,9607110801
7101,madhya-pradesh,2021,4,satna district,5204603,9608260177
7102,madhya-pradesh,2021,4,narsinghpur district,2973597,5586877149
7103,madhya-pradesh,2021,4,jabalpur district,12476449,20920967750
7104,madhya-pradesh,2021,4,hoshangabad district,4325760,7212062660
7105,madhya-pradesh,2021,4,vidisha district,4079220,7104046807
7106,madhya-pradesh,2021,4,balaghat district,4764095,8230285935
7107,madhya-pradesh,2021,4,singrauli district,4737504,8571068342
7108,madhya-pradesh,2021,4,betul district,4610618,7746768751
7109,madhya-pradesh,2021,4,sidhi district,2313095,4853524424
7110,madhya-pradesh,2021,4,datia district,1346093,2916910532
7111,madhya-pradesh,2021,4,dewas district,7659615,13007477186
7112,madhya-pradesh,2021,4,sheopur district,936805,2118865209
7113,madhya-pradesh,2021,4,neemuch district,2627248,5212505515
7114,madhya-pradesh,2021,4,raisen district,4924261,7495214245
7115,madhya-pradesh,2021,4,mandsaur district,4090431,8304681268
7116,madhya-pradesh,2021,4,barwani district,2495299,4810801436
7117,madhya-pradesh,2021,4,katni district,2986585,5480440629
7118,madhya-pradesh,2021,4,dindori district,963996,1890051578
7119,madhya-pradesh,2021,4,shivpuri district,3613567,7568666954
7120,madhya-pradesh,2021,4,gwalior district,13721879,25012279408
7121,madhya-pradesh,2021,4,anuppur district,1976049,3206018786
7122,madhya-pradesh,2021,4,agar malwa district,1743826,3809022940
7123,madhya-pradesh,2021,4,ashoknagar district,1904746,3267926297
7124,madhya-pradesh,2021,4,sagar district,6030013,10789842581
7125,madhya-pradesh,2021,4,niwari district,575126,1197608329
7126,madhya-pradesh,2021,4,rewa district,6195961,12315058116
7127,madhya-pradesh,2021,4,shajapur district,3399603,6330602069
7128,madhya-pradesh,2021,4,ujjain district,9436286,16998154949
7129,madhya-pradesh,2021,4,bhind district,2791109,6047697025
7130,madhya-pradesh,2021,4,tikamgarh district,1642235,3028439418
7131,madhya-pradesh,2021,4,seoni district,3363427,6441935673
7132,madhya-pradesh,2021,4,harda district,1580357,3025411186
7133,madhya-pradesh,2021,4,burhanpur district,1978706,3462220827
7134,madhya-pradesh,2021,4,damoh district,1739709,3520991601
7135,madhya-pradesh,2021,4,bhopal district,134176541,1.90196E+11
7136,madhya-pradesh,2021,4,jhabua district,1397183,2807693750
7137,madhya-pradesh,2021,4,dhar district,8770665,14454487270
7138,madhya-pradesh,2021,4,guna district,4200430,7498880363
7139,madhya-pradesh,2021,4,east nimar district,3570045,5993739803
7140,madhya-pradesh,2021,4,chhindwara district,6522234,11185696131
7141,madhya-pradesh,2021,4,umaria district,1309452,2278425752
7142,madhya-pradesh,2021,4,mandla district,1725231,3242362407
7143,madhya-pradesh,2021,4,indore district,73486993,1.07686E+11
7144,madhya-pradesh,2021,4,shahdol district,3279007,5504205892
7145,madhya-pradesh,2021,4,ratlam district,4743942,9709336936
7146,madhya-pradesh,2021,4,panna district,1348289,2815048065
7147,madhya-pradesh,2021,4,chhatarpur district,2997869,6048373564
7148,madhya-pradesh,2022,1,morena district,4279893,9415969484
7149,madhya-pradesh,2022,1,alirajpur district,623826,1361990355
7150,madhya-pradesh,2022,1,sehore district,7782311,12240349685
7151,madhya-pradesh,2022,1,rajgarh district,6852793,11950279299
7152,madhya-pradesh,2022,1,khargone district,5882191,11164906517
7153,madhya-pradesh,2022,1,satna district,5959975,11201065191
7154,madhya-pradesh,2022,1,narsinghpur district,3450508,6660032551
7155,madhya-pradesh,2022,1,jabalpur district,14198131,23727705883
7156,madhya-pradesh,2022,1,hoshangabad district,4978689,8166487654
7157,madhya-pradesh,2022,1,vidisha district,5048959,8192898969
7158,madhya-pradesh,2022,1,balaghat district,5418739,10220279128
7159,madhya-pradesh,2022,1,singrauli district,5324750,9581158762
7160,madhya-pradesh,2022,1,betul district,5242599,8585764570
7161,madhya-pradesh,2022,1,sidhi district,2630276,5497384684
7162,madhya-pradesh,2022,1,datia district,1623377,3314862682
7163,madhya-pradesh,2022,1,dewas district,8873232,14573666819
7164,madhya-pradesh,2022,1,sheopur district,1111291,2392801590
7165,madhya-pradesh,2022,1,neemuch district,3135245,6045853448
7166,madhya-pradesh,2022,1,raisen district,5782830,8576398168
7167,madhya-pradesh,2022,1,mandsaur district,5084917,9758545858
7168,madhya-pradesh,2022,1,barwani district,2942467,5738889224
7169,madhya-pradesh,2022,1,katni district,3425402,6115245027
7170,madhya-pradesh,2022,1,dindori district,1108997,2178200711
7171,madhya-pradesh,2022,1,shivpuri district,4407500,8135033651
7172,madhya-pradesh,2022,1,gwalior district,15549106,27692015435
7173,madhya-pradesh,2022,1,anuppur district,2263667,3701936759
7174,madhya-pradesh,2022,1,agar malwa district,2241646,4457490709
7175,madhya-pradesh,2022,1,ashoknagar district,2386761,3607089308
7176,madhya-pradesh,2022,1,sagar district,7000254,11999611899
7177,madhya-pradesh,2022,1,niwari district,698302,1312980783
7178,madhya-pradesh,2022,1,rewa district,6925395,13988188476
7179,madhya-pradesh,2022,1,shajapur district,4089624,7133632285
7180,madhya-pradesh,2022,1,ujjain district,11174270,19317822241
7181,madhya-pradesh,2022,1,bhind district,3191338,6627624983
7182,madhya-pradesh,2022,1,tikamgarh district,2146517,3313722890
7183,madhya-pradesh,2022,1,seoni district,4010669,7776610031
7184,madhya-pradesh,2022,1,harda district,1854570,3394808513
7185,madhya-pradesh,2022,1,burhanpur district,2342461,3860094715
7186,madhya-pradesh,2022,1,damoh district,2115948,4151432646
7187,madhya-pradesh,2022,1,bhopal district,159892411,2.21097E+11
7188,madhya-pradesh,2022,1,jhabua district,1628225,3430325106
7189,madhya-pradesh,2022,1,dhar district,10117283,16593117838
7190,madhya-pradesh,2022,1,guna district,5024607,8067958827
7191,madhya-pradesh,2022,1,east nimar district,4170972,6851582452
7192,madhya-pradesh,2022,1,chhindwara district,7709009,12667985168
7193,madhya-pradesh,2022,1,umaria district,1518582,2646527299
7194,madhya-pradesh,2022,1,mandla district,1993473,3886984726
7195,madhya-pradesh,2022,1,indore district,82698834,1.17708E+11
7196,madhya-pradesh,2022,1,shahdol district,3800096,6515900645
7197,madhya-pradesh,2022,1,ratlam district,5644515,10989756673
7198,madhya-pradesh,2022,1,panna district,1607145,3276953686
7199,madhya-pradesh,2022,1,chhatarpur district,3738480,6802122996
7200,madhya-pradesh,2022,2,morena district,5052395,11218828461
7201,madhya-pradesh,2022,2,alirajpur district,741722,1643004174
7202,madhya-pradesh,2022,2,sehore district,8725327,14417789309
7203,madhya-pradesh,2022,2,rajgarh district,7515718,14004886385
7204,madhya-pradesh,2022,2,khargone district,6825601,12886714566
7205,madhya-pradesh,2022,2,satna district,7167622,13254820017
7206,madhya-pradesh,2022,2,narsinghpur district,3861381,7353910042
7207,madhya-pradesh,2022,2,jabalpur district,16889784,27629576719
7208,madhya-pradesh,2022,2,hoshangabad district,5702721,10053185759
7209,madhya-pradesh,2022,2,vidisha district,5835020,10881573344
7210,madhya-pradesh,2022,2,balaghat district,6274811,12164206968
7211,madhya-pradesh,2022,2,singrauli district,6061648,10592707870
7212,madhya-pradesh,2022,2,betul district,6083125,9738809872
7213,madhya-pradesh,2022,2,sidhi district,3138313,6489160426
7214,madhya-pradesh,2022,2,datia district,1907668,4062114580
7215,madhya-pradesh,2022,2,dewas district,9969749,16816037628
7216,madhya-pradesh,2022,2,sheopur district,1267204,2833575584
7217,madhya-pradesh,2022,2,neemuch district,3622753,6973962580
7218,madhya-pradesh,2022,2,raisen district,6595826,10605943197
7219,madhya-pradesh,2022,2,mandsaur district,5907841,11272287760
7220,madhya-pradesh,2022,2,barwani district,3403189,6470195553
7221,madhya-pradesh,2022,2,katni district,3980447,7086294132
7222,madhya-pradesh,2022,2,dindori district,1331068,2562152773
7223,madhya-pradesh,2022,2,shivpuri district,4705328,9374775388
7224,madhya-pradesh,2022,2,gwalior district,18027874,32093579424
7225,madhya-pradesh,2022,2,anuppur district,2527025,4038924201
7226,madhya-pradesh,2022,2,agar malwa district,2583387,5033650548
7227,madhya-pradesh,2022,2,ashoknagar district,2397073,4430089668
7228,madhya-pradesh,2022,2,sagar district,8012024,14474214503
7229,madhya-pradesh,2022,2,niwari district,831753,1558193371
7230,madhya-pradesh,2022,2,rewa district,8417985,16928268531
7231,madhya-pradesh,2022,2,shajapur district,4545672,8239146293
7232,madhya-pradesh,2022,2,ujjain district,12860422,22270090166
7233,madhya-pradesh,2022,2,bhind district,3840035,8235562333
7234,madhya-pradesh,2022,2,tikamgarh district,2479819,3986038423
7235,madhya-pradesh,2022,2,seoni district,4641445,8990477923
7236,madhya-pradesh,2022,2,harda district,2183160,4545798794
7237,madhya-pradesh,2022,2,burhanpur district,2800782,4755072700
7238,madhya-pradesh,2022,2,damoh district,2386399,4971009992
7239,madhya-pradesh,2022,2,bhopal district,185588829,2.5591E+11
7240,madhya-pradesh,2022,2,jhabua district,1902514,4011628948
7241,madhya-pradesh,2022,2,dhar district,11567048,18840900183
7242,madhya-pradesh,2022,2,guna district,5462521,10054609604
7243,madhya-pradesh,2022,2,east nimar district,4998662,8133437422
7244,madhya-pradesh,2022,2,chhindwara district,8962440,14596356954
7245,madhya-pradesh,2022,2,umaria district,1751405,2941128215
7246,madhya-pradesh,2022,2,mandla district,2320430,4539173122
7247,madhya-pradesh,2022,2,indore district,94002709,1.30635E+11
7248,madhya-pradesh,2022,2,shahdol district,4313966,7197969840
7249,madhya-pradesh,2022,2,ratlam district,6580216,12568296326
7250,madhya-pradesh,2022,2,panna district,1940092,4125136528
7251,madhya-pradesh,2022,2,chhatarpur district,4407881,8534109728
7252,madhya-pradesh,2022,3,morena district,5260254,10077083629
7253,madhya-pradesh,2022,3,alirajpur district,767087,1423110711
7254,madhya-pradesh,2022,3,sehore district,8802203,12815375203
7255,madhya-pradesh,2022,3,rajgarh district,7547865,11809230689
7256,madhya-pradesh,2022,3,khargone district,7193518,12256623797
7257,madhya-pradesh,2022,3,satna district,7465749,11772751753
7258,madhya-pradesh,2022,3,narsinghpur district,3985624,6530704890
7259,madhya-pradesh,2022,3,jabalpur district,17564654,26204520331
7260,madhya-pradesh,2022,3,hoshangabad district,5773164,9029973851
7261,madhya-pradesh,2022,3,vidisha district,5548689,8595832934
7262,madhya-pradesh,2022,3,balaghat district,6805252,10662410087
7263,madhya-pradesh,2022,3,singrauli district,6267855,9597574837
7264,madhya-pradesh,2022,3,betul district,5583345,8284834383
7265,madhya-pradesh,2022,3,sidhi district,3032968,5365370424
7266,madhya-pradesh,2022,3,datia district,1934190,3578726248
7267,madhya-pradesh,2022,3,dewas district,10823857,16145007713
7268,madhya-pradesh,2022,3,sheopur district,1331410,2619892789
7269,madhya-pradesh,2022,3,neemuch district,3695990,6541908207
7270,madhya-pradesh,2022,3,raisen district,6941557,9432978562
7271,madhya-pradesh,2022,3,mandsaur district,6193098,10509305951
7272,madhya-pradesh,2022,3,barwani district,3479332,5994532031
7273,madhya-pradesh,2022,3,katni district,3880008,6280080300
7274,madhya-pradesh,2022,3,dindori district,1181160,2016100617
7275,madhya-pradesh,2022,3,shivpuri district,5133457,8579987358
7276,madhya-pradesh,2022,3,gwalior district,19510123,31696730032
7277,madhya-pradesh,2022,3,anuppur district,2537098,3560176144
7278,madhya-pradesh,2022,3,agar malwa district,2657396,4218852628
7279,madhya-pradesh,2022,3,ashoknagar district,2594364,3845051824
7280,madhya-pradesh,2022,3,sagar district,8201733,12730465685
7281,madhya-pradesh,2022,3,niwari district,914896,1400549097
7282,madhya-pradesh,2022,3,rewa district,8837903,14504856960
7283,madhya-pradesh,2022,3,shajapur district,5487202,8462893132
7284,madhya-pradesh,2022,3,ujjain district,14059587,21942517754
7285,madhya-pradesh,2022,3,bhind district,3676981,6656264527
7286,madhya-pradesh,2022,3,tikamgarh district,2630402,3652020627
7287,madhya-pradesh,2022,3,seoni district,4334474,7190175894
7288,madhya-pradesh,2022,3,harda district,2013493,3559158049
7289,madhya-pradesh,2022,3,burhanpur district,2692224,4327279250
7290,madhya-pradesh,2022,3,damoh district,2456188,4251644670
7291,madhya-pradesh,2022,3,bhopal district,156507125,1.94324E+11
7292,madhya-pradesh,2022,3,jhabua district,2007872,3646257187
7293,madhya-pradesh,2022,3,dhar district,12392412,18195974456
7294,madhya-pradesh,2022,3,guna district,5710607,8417500013
7295,madhya-pradesh,2022,3,east nimar district,4997320,7258261929
7296,madhya-pradesh,2022,3,chhindwara district,169367916,2.36429E+11
7297,madhya-pradesh,2022,3,umaria district,1635430,2469243170
7298,madhya-pradesh,2022,3,mandla district,2093752,3577880639
7299,madhya-pradesh,2022,3,indore district,140075797,1.81342E+11
7300,madhya-pradesh,2022,3,shahdol district,4233669,6225386697
7301,madhya-pradesh,2022,3,ratlam district,6776803,11673995695
7302,madhya-pradesh,2022,3,panna district,1937883,3448041868
7303,madhya-pradesh,2022,3,chhatarpur district,4726623,7777910396
7304,madhya-pradesh,2022,4,morena district,6018009,12185325529
7305,madhya-pradesh,2022,4,alirajpur district,961033,1714745171
7306,madhya-pradesh,2022,4,sehore district,9468901,14782454158
7307,madhya-pradesh,2022,4,rajgarh district,8258651,14165273209
7308,madhya-pradesh,2022,4,khargone district,7835996,13676102777
7309,madhya-pradesh,2022,4,satna district,8834193,14047178840
7310,madhya-pradesh,2022,4,narsinghpur district,4307879,7466632026
7311,madhya-pradesh,2022,4,jabalpur district,17383664,26637455898
7312,madhya-pradesh,2022,4,hoshangabad district,6954459,11236164143
7313,madhya-pradesh,2022,4,vidisha district,6070752,9896531672
7314,madhya-pradesh,2022,4,balaghat district,8076760,12809279794
7315,madhya-pradesh,2022,4,singrauli district,7130043,10537115300
7316,madhya-pradesh,2022,4,betul district,7428219,11204326327
7317,madhya-pradesh,2022,4,sidhi district,3677764,6223057251
7318,madhya-pradesh,2022,4,datia district,2235254,4316605275
7319,madhya-pradesh,2022,4,dewas district,11710945,18499556127
7320,madhya-pradesh,2022,4,sheopur district,1791741,3433927096
7321,madhya-pradesh,2022,4,neemuch district,4114307,7535010026
7322,madhya-pradesh,2022,4,raisen district,7434383,10839929955
7323,madhya-pradesh,2022,4,mandsaur district,6753322,12134867749
7324,madhya-pradesh,2022,4,barwani district,3994550,6955270057
7325,madhya-pradesh,2022,4,katni district,4530405,7335619451
7326,madhya-pradesh,2022,4,dindori district,1464948,2439427131
7327,madhya-pradesh,2022,4,shivpuri district,5548238,10203335079
7328,madhya-pradesh,2022,4,gwalior district,21340912,35102831658
7329,madhya-pradesh,2022,4,anuppur district,2827704,3904240203
7330,madhya-pradesh,2022,4,agar malwa district,3109971,5368024680
7331,madhya-pradesh,2022,4,ashoknagar district,2556356,4363776047
7332,madhya-pradesh,2022,4,sagar district,8824474,14230277728
7333,madhya-pradesh,2022,4,niwari district,1048567,1659223401
7334,madhya-pradesh,2022,4,rewa district,9898698,16813110581
7335,madhya-pradesh,2022,4,shajapur district,5422596,9184560948
7336,madhya-pradesh,2022,4,ujjain district,16707523,27113247453
7337,madhya-pradesh,2022,4,bhind district,4262493,8166910988
7338,madhya-pradesh,2022,4,tikamgarh district,3096926,4487136972
7339,madhya-pradesh,2022,4,seoni district,5464198,9288422912
7340,madhya-pradesh,2022,4,harda district,2367397,4381920376
7341,madhya-pradesh,2022,4,burhanpur district,3094726,4916226292
7342,madhya-pradesh,2022,4,damoh district,4223870,6776421200
7343,madhya-pradesh,2022,4,bhopal district,190199488,2.43654E+11
7344,madhya-pradesh,2022,4,jhabua district,2469392,4405099020
7345,madhya-pradesh,2022,4,dhar district,13287245,20206456865
7346,madhya-pradesh,2022,4,guna district,6163569,9802963544
7347,madhya-pradesh,2022,4,east nimar district,5770316,8592415792
7348,madhya-pradesh,2022,4,chhindwara district,245710341,3.50638E+11
7349,madhya-pradesh,2022,4,umaria district,1954168,2842781862
7350,madhya-pradesh,2022,4,mandla district,2538024,4341952192
7351,madhya-pradesh,2022,4,indore district,158576063,2.10882E+11
7352,madhya-pradesh,2022,4,shahdol district,10700938,14780956554
7353,madhya-pradesh,2022,4,ratlam district,7498598,13746333051
7354,madhya-pradesh,2022,4,panna district,2209465,3903628822
7355,madhya-pradesh,2022,4,chhatarpur district,5519834,9172166023
7356,maharashtra,2018,1,jalgaon district,332668,346720332.5
7357,maharashtra,2018,1,latur district,259016,237246239.7
7358,maharashtra,2018,1,thane district,1243518,1995816825
7359,maharashtra,2018,1,bhandara district,94217,76998452.71
7360,maharashtra,2018,1,nandurbar district,60163,70543831.72
7361,maharashtra,2018,1,chandrapur district,142067,129589201.6
7362,maharashtra,2018,1,kolhapur district,351519,354723905.4
7363,maharashtra,2018,1,solapur district,451438,535791949
7364,maharashtra,2018,1,mumbai district,2671029,3923116794
7365,maharashtra,2018,1,sindhudurg district,37285,44348287.07
7366,maharashtra,2018,1,dhule district,139376,148893541
7367,maharashtra,2018,1,wardha district,111564,103196998.9
7368,maharashtra,2018,1,parbhani district,126868,109058549.6
7369,maharashtra,2018,1,mumbai suburban district,1444587,2385242801
7370,maharashtra,2018,1,hingoli district,70314,57281673.81
7371,maharashtra,2018,1,ratnagiri district,57950,68234354.15
7372,maharashtra,2018,1,nanded district,221472,195376791.8
7373,maharashtra,2018,1,osmanabad district,129616,137513718
7374,maharashtra,2018,1,nagpur district,592456,781981176.2
7375,maharashtra,2018,1,buldhana district,211789,213497260.9
