,states,year,quarter,district,trans_counts,amount
3225,maharashtra,2022,3,mumbai,72051672,98270574414
3226,maharashtra,2022,3,aurangabad,59756919,78617594736
3227,maharashtra,2022,3,solapur,43898093,73768556417
3228,maharashtra,2022,3,ahmednagar,42461860,70593347850
3229,maharashtra,2022,3,raigad,28475145,36394835875
3230,maharashtra,2022,4,pune,544687754,5.90334E+11
3231,maharashtra,2022,4,mumbai suburban,248827345,3.10278E+11
3232,maharashtra,2022,4,thane,96634264,1.20464E+11
3233,maharashtra,2022,4,nashik,95624463,1.38499E+11
3234,maharashtra,2022,4,nagpur,82944788,1.16241E+11
3235,maharashtra,2022,4,mumbai,75229421,1.02452E+11
3236,maharashtra,2022,4,aurangabad,67307091,90151467649
3237,maharashtra,2022,4,ahmednagar,50187075,84188481406
3238,maharashtra,2022,4,solapur,49452868,83291615227
3239,maharashtra,2022,4,raigad,32354836,40318975045
3240,manipur,2018,1,imphal west,29863,46026262.67
3241,manipur,2018,1,imphal east,21960,26028937.81
3242,manipur,2018,1,thoubal,8288,8366772.888
3243,manipur,2018,1,bishnupur,7005,11341627.67
3244,manipur,2018,1,kangpokpi,4187,12129421.38
3245,manipur,2018,1,churachandpur,4081,11708258.72
3246,manipur,2018,1,kakching,1622,1924584.238
3247,manipur,2018,1,ukhrul,1399,1647288.665
3248,manipur,2018,1,jiribam,1305,3564799.452
3249,manipur,2018,1,tamenglong,1007,1709209.246
3250,manipur,2018,2,imphal west,46604,84363001.79
3251,manipur,2018,2,imphal east,42065,54561898.75
3252,manipur,2018,2,thoubal,20689,17968719.22
3253,manipur,2018,2,bishnupur,11338,19352100.54
3254,manipur,2018,2,churachandpur,7110,18055703.27
3255,manipur,2018,2,kangpokpi,6741,20315625.92
3256,manipur,2018,2,kakching,3879,6411513.657
3257,manipur,2018,2,ukhrul,2800,6394470.819
3258,manipur,2018,2,jiribam,2710,6467614.408
3259,manipur,2018,2,tengnoupal,2080,6077962.243
3260,manipur,2018,3,imphal east,60511,89605715.78
3261,manipur,2018,3,imphal west,53577,121033722.1
3262,manipur,2018,3,thoubal,19399,34092748.24
3263,manipur,2018,3,bishnupur,13649,24368236.71
3264,manipur,2018,3,kangpokpi,9151,27937402.09
3265,manipur,2018,3,churachandpur,8671,27468832.41
3266,manipur,2018,3,kakching,4590,9968419.418
3267,manipur,2018,3,jiribam,3959,6601625.253
3268,manipur,2018,3,ukhrul,3600,9802720.723
3269,manipur,2018,3,tengnoupal,3282,13385091.18
3270,manipur,2018,4,imphal west,71845,181598328.2
3271,manipur,2018,4,imphal east,54610,129176222.4
3272,manipur,2018,4,thoubal,24817,52899731.29
3273,manipur,2018,4,bishnupur,19048,37263259.12
3274,manipur,2018,4,churachandpur,14801,54503246.75
3275,manipur,2018,4,kangpokpi,13325,42081524.61
3276,manipur,2018,4,kakching,6508,13429124
3277,manipur,2018,4,jiribam,5444,13414981.16
3278,manipur,2018,4,tengnoupal,5426,22155446.63
3279,manipur,2018,4,tamenglong,4866,13057576.01
3280,manipur,2019,1,imphal west,79612,205676258.9
3281,manipur,2019,1,imphal east,65076,147611078.9
3282,manipur,2019,1,thoubal,24257,47210976
3283,manipur,2019,1,bishnupur,19486,48193281.39
3284,manipur,2019,1,churachandpur,16940,53360483.2
3285,manipur,2019,1,kangpokpi,15937,42225052.53
3286,manipur,2019,1,kakching,6683,13774811.3
3287,manipur,2019,1,tamenglong,6373,13975000.54
3288,manipur,2019,1,ukhrul,6222,16838560.89
3289,manipur,2019,1,tengnoupal,6064,21054191.3
3290,manipur,2019,2,imphal west,78677,232056651.7
3291,manipur,2019,2,imphal east,60830,163251483.4
3292,manipur,2019,2,thoubal,20528,50609235.6
3293,manipur,2019,2,bishnupur,17577,41645991.99
3294,manipur,2019,2,kangpokpi,16230,47129360.1
3295,manipur,2019,2,churachandpur,15958,52974898.07
3296,manipur,2019,2,ukhrul,7984,21521804.28
3297,manipur,2019,2,kakching,6912,16106582.07
3298,manipur,2019,2,jiribam,6285,17270321.13
3299,manipur,2019,2,tengnoupal,6226,22523708.11
3300,manipur,2019,3,imphal west,101022,266880799.5
3301,manipur,2019,3,imphal east,79728,206224069.8
3302,manipur,2019,3,thoubal,25149,56874722.88
3303,manipur,2019,3,kangpokpi,23953,61269618.19
3304,manipur,2019,3,churachandpur,23946,67550608.44
3305,manipur,2019,3,bishnupur,23755,49667965.87
3306,manipur,2019,3,ukhrul,11017,25516446.14
3307,manipur,2019,3,kakching,10786,21658629.89
3308,manipur,2019,3,tamenglong,9939,22282886.13
3309,manipur,2019,3,chandel,9230,20201420.06
3310,manipur,2019,4,imphal west,150073,445926296.1
3311,manipur,2019,4,imphal east,96589,249197379.9
3312,manipur,2019,4,thoubal,32971,73727196.97
3313,manipur,2019,4,bishnupur,31835,72704593.78
3314,manipur,2019,4,kangpokpi,28686,74931231.19
3315,manipur,2019,4,churachandpur,26420,76031748.46
3316,manipur,2019,4,kakching,12984,31541265.82
3317,manipur,2019,4,ukhrul,12148,33065935.2
3318,manipur,2019,4,tamenglong,11954,27326669.9
3319,manipur,2019,4,chandel,11650,30393939.87
3320,manipur,2020,1,imphal west,471392,1799193747
3321,manipur,2020,1,imphal east,97573,222479758.4
3322,manipur,2020,1,thoubal,40558,92413414.34
3323,manipur,2020,1,bishnupur,40172,83818557.87
3324,manipur,2020,1,kangpokpi,33643,81400323.91
3325,manipur,2020,1,churachandpur,33637,84566221.45
3326,manipur,2020,1,kakching,16690,37525920.22
3327,manipur,2020,1,tamenglong,14451,31491246.17
3328,manipur,2020,1,chandel,13716,31278977.09
3329,manipur,2020,1,ukhrul,13355,30659040.23
3330,manipur,2020,2,imphal west,551775,2034861514
3331,manipur,2020,2,imphal east,127255,269647863.4
3332,manipur,2020,2,bishnupur,70841,142299535
3333,manipur,2020,2,thoubal,66183,158615301.5
3334,manipur,2020,2,churachandpur,50818,128936170.3
3335,manipur,2020,2,kangpokpi,48617,105034881
3336,manipur,2020,2,kakching,30404,53791181.45
3337,manipur,2020,2,ukhrul,24243,43560417.97
3338,manipur,2020,2,chandel,21517,49008541.1
3339,manipur,2020,2,tamenglong,21294,47020896.8
3340,manipur,2020,3,imphal west,805964,3116905375
3341,manipur,2020,3,imphal east,148992,357420385.5
3342,manipur,2020,3,bishnupur,82097,178752852
3343,manipur,2020,3,thoubal,75667,178314817.4
3344,manipur,2020,3,churachandpur,61160,179008408.8
3345,manipur,2020,3,kangpokpi,56646,141494952.9
3346,manipur,2020,3,kakching,33268,72744605.63
3347,manipur,2020,3,ukhrul,27857,63120519.96
3348,manipur,2020,3,chandel,25158,63504521.07
3349,manipur,2020,3,tamenglong,24595,57102594.75
3350,manipur,2020,4,imphal west,894877,3447479865
3351,manipur,2020,4,imphal east,179438,524041651
3352,manipur,2020,4,bishnupur,95869,267444206.4
3353,manipur,2020,4,thoubal,87208,249311101.4
3354,manipur,2020,4,kangpokpi,74472,216458503.3
3355,manipur,2020,4,churachandpur,71693,243354880.5
3356,manipur,2020,4,kakching,37180,96767393.9
3357,manipur,2020,4,ukhrul,32947,91688189.18
3358,manipur,2020,4,chandel,31540,90473275.49
3359,manipur,2020,4,tamenglong,27674,77956516.78
3360,manipur,2021,1,imphal west,1693458,4962553375
3361,manipur,2021,1,imphal east,161841,530028907.1
3362,manipur,2021,1,bishnupur,73777,255486792.7
3363,manipur,2021,1,thoubal,72593,240713473.7
3364,manipur,2021,1,kangpokpi,63234,205050443.8
3365,manipur,2021,1,churachandpur,62755,250250943.4
3366,manipur,2021,1,kakching,29803,92307870.36
3367,manipur,2021,1,chandel,23884,80445733.21
3368,manipur,2021,1,ukhrul,22415,68745913.46
3369,manipur,2021,1,senapati,22025,73777202.51
3370,manipur,2021,2,imphal west,2353896,5697696460
3371,manipur,2021,2,imphal east,179337,491977806
3372,manipur,2021,2,thoubal,91264,268514237.5
3373,manipur,2021,2,bishnupur,89095,260900495.2
3374,manipur,2021,2,churachandpur,80524,273962339.4
3375,manipur,2021,2,kangpokpi,78765,236369410.1
3376,manipur,2021,2,kakching,37444,92311646.34
3377,manipur,2021,2,chandel,29178,90054101.93
3378,manipur,2021,2,ukhrul,28524,81225585.72
3379,manipur,2021,2,senapati,25681,70219657.88
3380,manipur,2021,3,imphal west,3027735,7437068961
3381,manipur,2021,3,imphal east,226128,705081475.2
3382,manipur,2021,3,thoubal,113257,363547884.1
3383,manipur,2021,3,churachandpur,109913,397548796.6
3384,manipur,2021,3,bishnupur,104901,320379628.2
3385,manipur,2021,3,kangpokpi,94883,299760833.4
3386,manipur,2021,3,kakching,44277,128692670
3387,manipur,2021,3,chandel,36126,116052040.8
3388,manipur,2021,3,ukhrul,35250,118509943.9
3389,manipur,2021,3,tamenglong,33266,108769884.2
3390,manipur,2021,4,imphal west,3649688,9254105829
3391,manipur,2021,4,imphal east,268205,853764885
3392,manipur,2021,4,thoubal,130316,393043161.3
3393,manipur,2021,4,churachandpur,121140,446895232.7
3394,manipur,2021,4,bishnupur,113386,369885898.8
3395,manipur,2021,4,kangpokpi,107329,318563859.8
3396,manipur,2021,4,kakching,43224,130159064.3
3397,manipur,2021,4,tengnoupal,40383,154956864.2
3398,manipur,2021,4,tamenglong,40279,140792582.9
3399,manipur,2021,4,chandel,39891,131651667.1
3400,manipur,2022,1,imphal west,4129560,10331377272
3401,manipur,2022,1,imphal east,298053,926298622.8
3402,manipur,2022,1,thoubal,159443,465999965.9
3403,manipur,2022,1,churachandpur,132079,478282953.1
3404,manipur,2022,1,bishnupur,129775,410979761.6
3405,manipur,2022,1,kangpokpi,120614,361422857.5
3406,manipur,2022,1,tamenglong,53325,182059187.9
3407,manipur,2022,1,chandel,46964,156821048.3
3408,manipur,2022,1,ukhrul,45977,163211543.9
3409,manipur,2022,1,kakching,45714,129009720.4
3410,manipur,2022,2,imphal west,4858000,11035105414
3411,manipur,2022,2,imphal east,334382,1017003993
3412,manipur,2022,2,thoubal,179962,489921006.3
3413,manipur,2022,2,bishnupur,132234,427663724
3414,manipur,2022,2,churachandpur,130821,445674066.5
3415,manipur,2022,2,kangpokpi,127346,360381229.2
3416,manipur,2022,2,tamenglong,48779,158669784.2
3417,manipur,2022,2,ukhrul,48388,165524493.5
3418,manipur,2022,2,kakching,45754,124881636.2
3419,manipur,2022,2,chandel,44845,161255425.3
3420,manipur,2022,3,imphal west,4865688,11153142713
3421,manipur,2022,3,imphal east,401052,1106024473
3422,manipur,2022,3,churachandpur,200968,560754898.7
3423,manipur,2022,3,thoubal,198398,502784611.8
3424,manipur,2022,3,kangpokpi,137088,382055039.9
3425,manipur,2022,3,bishnupur,126573,397535714
3426,manipur,2022,3,kakching,114178,269711112.5
3427,manipur,2022,3,tamenglong,48889,150947199
3428,manipur,2022,3,ukhrul,48127,165404721.9
3429,manipur,2022,3,senapati,46116,141106697.6
3430,manipur,2022,4,imphal west,4737839,11004726598
3431,manipur,2022,4,imphal east,417476,1124061242
3432,manipur,2022,4,thoubal,252156,642341521.2
3433,manipur,2022,4,kakching,205827,477287512.8
3434,manipur,2022,4,kangpokpi,195796,499527018.9
3435,manipur,2022,4,churachandpur,139622,418292018.1
3436,manipur,2022,4,bishnupur,134155,398215642.7
3437,manipur,2022,4,senapati,63745,180730794.8
3438,manipur,2022,4,tamenglong,51040,160602197
3439,manipur,2022,4,tengnoupal,49553,175755833.2
3440,meghalaya,2018,1,east khasi hills,23283,31807959.18
3441,meghalaya,2018,1,west garo hills,7660,9199200.849
3442,meghalaya,2018,1,ribhoi,6029,8736566.954
3443,meghalaya,2018,1,east jaintia hills,4896,8299361.376
3444,meghalaya,2018,1,west jaintia hills,3131,2812937.948
3445,meghalaya,2018,1,west khasi hills,1079,1647761.337
3446,meghalaya,2018,1,north garo hills,922,652554.6655
3447,meghalaya,2018,1,south west garo hills,798,1015597.235
3448,meghalaya,2018,1,east garo hills,749,781579.3759
3449,meghalaya,2018,1,south garo hills,705,807410.0407
3450,meghalaya,2018,2,east khasi hills,33966,61180700.48
3451,meghalaya,2018,2,west garo hills,10651,19685429.15
3452,meghalaya,2018,2,ribhoi,8761,14181827.92
3453,meghalaya,2018,2,east jaintia hills,6004,13059945.84
3454,meghalaya,2018,2,west jaintia hills,2232,2312980.333
3455,meghalaya,2018,2,south west garo hills,1767,1724404.675
3456,meghalaya,2018,2,north garo hills,1403,1278347.188
3457,meghalaya,2018,2,south garo hills,1103,1553253.932
3458,meghalaya,2018,2,east garo hills,832,1032161.169
3459,meghalaya,2018,2,west khasi hills,742,684129.9553
3460,meghalaya,2018,3,east khasi hills,54015,111173160.3
3461,meghalaya,2018,3,west garo hills,17911,31488596.44
3462,meghalaya,2018,3,ribhoi,13023,26072883.3
3463,meghalaya,2018,3,east jaintia hills,11397,22683448.87
3464,meghalaya,2018,3,west jaintia hills,3240,4571330.12
3465,meghalaya,2018,3,south west garo hills,2740,4294444.448
3466,meghalaya,2018,3,north garo hills,2271,1976480.206
3467,meghalaya,2018,3,south garo hills,2110,2467349.257
3468,meghalaya,2018,3,east garo hills,1323,1963470.781
3469,meghalaya,2018,3,west khasi hills,1228,2146208.197
3470,meghalaya,2018,4,east khasi hills,70386,167808906.8
3471,meghalaya,2018,4,west garo hills,29000,52674487.37
3472,meghalaya,2018,4,east jaintia hills,20614,37885027.67
3473,meghalaya,2018,4,ribhoi,18294,42066652.87
3474,meghalaya,2018,4,west jaintia hills,4693,7562803.761
3475,meghalaya,2018,4,north garo hills,4011,4590211.26
3476,meghalaya,2018,4,south west garo hills,3950,4531236.408
3477,meghalaya,2018,4,south garo hills,3037,6001319.097
3478,meghalaya,2018,4,west khasi hills,2821,5962239.03
3479,meghalaya,2018,4,east garo hills,2808,5832920.484
3480,meghalaya,2019,1,east khasi hills,101662,201352082.7
3481,meghalaya,2019,1,west garo hills,30087,58548564.17
3482,meghalaya,2019,1,ribhoi,27304,55813436.17
3483,meghalaya,2019,1,east jaintia hills,25054,46007520.56
3484,meghalaya,2019,1,west jaintia hills,5411,7594602.552
3485,meghalaya,2019,1,south west garo hills,3819,4558241.545
3486,meghalaya,2019,1,north garo hills,3816,4016398.106
3487,meghalaya,2019,1,west khasi hills,3646,5045464.405
3488,meghalaya,2019,1,east garo hills,3529,6495149.29
3489,meghalaya,2019,1,south garo hills,3146,7486873.331
3490,meghalaya,2019,2,east khasi hills,126665,274701980.6
3491,meghalaya,2019,2,west garo hills,32077,70701852.44
3492,meghalaya,2019,2,ribhoi,27488,61625177.51
3493,meghalaya,2019,2,east jaintia hills,21325,43624217.36
3494,meghalaya,2019,2,west jaintia hills,5226,9713762.899
3495,meghalaya,2019,2,south west garo hills,4563,6981663.15
3496,meghalaya,2019,2,east garo hills,3926,6785815.738
3497,meghalaya,2019,2,north garo hills,3804,4329558.192
3498,meghalaya,2019,2,south garo hills,3048,7076537.052
3499,meghalaya,2019,2,west khasi hills,3012,4711717.24
3500,meghalaya,2019,3,east khasi hills,156970,344129503.5
3501,meghalaya,2019,3,west garo hills,45652,90390851.33
3502,meghalaya,2019,3,ribhoi,36292,73979318.04
3503,meghalaya,2019,3,east jaintia hills,28604,50090916.58
3504,meghalaya,2019,3,west jaintia hills,8947,11292434.24
3505,meghalaya,2019,3,south west garo hills,6405,9676872.05
3506,meghalaya,2019,3,north garo hills,6329,7479871.09
3507,meghalaya,2019,3,east garo hills,5970,8134689.123
3508,meghalaya,2019,3,south garo hills,4768,7846736.259
3509,meghalaya,2019,3,west khasi hills,4604,6779362.113
3510,meghalaya,2019,4,east khasi hills,189936,413649820
3511,meghalaya,2019,4,west garo hills,51137,104063298.2
3512,meghalaya,2019,4,ribhoi,42953,90622918.29
3513,meghalaya,2019,4,east jaintia hills,31575,61615652.5
3514,meghalaya,2019,4,west jaintia hills,11750,16126169.37
3515,meghalaya,2019,4,north garo hills,8449,11018090.11
3516,meghalaya,2019,4,east garo hills,7811,11523924.1
3517,meghalaya,2019,4,south west garo hills,7301,11722163.48
3518,meghalaya,2019,4,south garo hills,7020,9901296.404
3519,meghalaya,2019,4,west khasi hills,5296,8007467.183
3520,meghalaya,2020,1,east khasi hills,280817,712010339.2
3521,meghalaya,2020,1,west garo hills,65263,130098803.7
3522,meghalaya,2020,1,ribhoi,51789,109400759.5
3523,meghalaya,2020,1,east jaintia hills,36855,76021760.04
3524,meghalaya,2020,1,west jaintia hills,15784,22057088.95
3525,meghalaya,2020,1,south west garo hills,10582,14322530.89
3526,meghalaya,2020,1,south garo hills,10483,11902327.51
3527,meghalaya,2020,1,east garo hills,10003,15050504.88
3528,meghalaya,2020,1,north garo hills,9622,11664668.29
3529,meghalaya,2020,1,west khasi hills,7569,12185453.5
3530,meghalaya,2020,2,east khasi hills,294655,669450297.9
3531,meghalaya,2020,2,west garo hills,107355,178844205.7
3532,meghalaya,2020,2,ribhoi,60451,108416383.2
3533,meghalaya,2020,2,east jaintia hills,50077,79110098.9
3534,meghalaya,2020,2,west jaintia hills,26041,22356066.44
3535,meghalaya,2020,2,south west garo hills,20761,21835410.25
3536,meghalaya,2020,2,east garo hills,19865,19379120.26
3537,meghalaya,2020,2,north garo hills,19393,16949021.85
3538,meghalaya,2020,2,south garo hills,15934,18498464.71
3539,meghalaya,2020,2,west khasi hills,14911,13551099.23
3540,meghalaya,2020,3,east khasi hills,239307,571789473.6
3541,meghalaya,2020,3,west garo hills,117550,249575864.7
3542,meghalaya,2020,3,ribhoi,64590,138771339.7
3543,meghalaya,2020,3,east jaintia hills,52534,99669877.91
3544,meghalaya,2020,3,west jaintia hills,28622,39860361.24
3545,meghalaya,2020,3,south west garo hills,19536,31848167.46
3546,meghalaya,2020,3,east garo hills,19353,30405909.15
3547,meghalaya,2020,3,north garo hills,17943,23618250.66
3548,meghalaya,2020,3,south garo hills,17171,23368652.18
3549,meghalaya,2020,3,west khasi hills,15031,19820539.5
3550,meghalaya,2020,4,east khasi hills,298622,777719090.2
3551,meghalaya,2020,4,west garo hills,149536,362364388
3552,meghalaya,2020,4,ribhoi,90879,223682008
3553,meghalaya,2020,4,east jaintia hills,65059,162952261
3554,meghalaya,2020,4,west jaintia hills,32267,55102701.17
3555,meghalaya,2020,4,south west garo hills,24078,49584665.88
3556,meghalaya,2020,4,east garo hills,23262,41847990.16
3557,meghalaya,2020,4,south garo hills,22487,34586748.63
3558,meghalaya,2020,4,north garo hills,22048,36801863.78
3559,meghalaya,2020,4,west khasi hills,18440,41431802.48
3560,meghalaya,2021,1,east khasi hills,322156,915771307.2
3561,meghalaya,2021,1,west garo hills,133362,370492803.5
3562,meghalaya,2021,1,ribhoi,98957,266571316.1
3563,meghalaya,2021,1,east jaintia hills,70732,205454314.8
3564,meghalaya,2021,1,west jaintia hills,24312,53826602.11
3565,meghalaya,2021,1,south garo hills,19054,44351833.96
3566,meghalaya,2021,1,north garo hills,18850,37908696.16
3567,meghalaya,2021,1,south west garo hills,18591,41861206.7
3568,meghalaya,2021,1,east garo hills,18473,40212217.24
3569,meghalaya,2021,1,west khasi hills,16947,60183253.85
3570,meghalaya,2021,2,east khasi hills,386773,994348113.9
3571,meghalaya,2021,2,west garo hills,174186,437555569.8
3572,meghalaya,2021,2,ribhoi,111231,265892507.5
3573,meghalaya,2021,2,east jaintia hills,87223,205906820.9
3574,meghalaya,2021,2,west jaintia hills,30529,53732989.36
3575,meghalaya,2021,2,north garo hills,25028,37984069.23
3576,meghalaya,2021,2,south west garo hills,24491,47526700.9
3577,meghalaya,2021,2,east garo hills,24431,42603145.83
3578,meghalaya,2021,2,south garo hills,21894,48819031.96
3579,meghalaya,2021,2,west khasi hills,16590,41326043.5
3580,meghalaya,2021,3,east khasi hills,475308,1267820067
3581,meghalaya,2021,3,west garo hills,207635,550868915.2
3582,meghalaya,2021,3,ribhoi,135524,337135306.8
3583,meghalaya,2021,3,east jaintia hills,103142,254116660
3584,meghalaya,2021,3,west jaintia hills,37590,71888903.26
3585,meghalaya,2021,3,north garo hills,30790,56346103.94
3586,meghalaya,2021,3,east garo hills,29654,54695590.92
3587,meghalaya,2021,3,south west garo hills,28662,59140851.36
3588,meghalaya,2021,3,south garo hills,23378,50417337.28
3589,meghalaya,2021,3,west khasi hills,17524,45708478
3590,meghalaya,2021,4,east khasi hills,602012,1647841436
3591,meghalaya,2021,4,west garo hills,261543,746098768.1
3592,meghalaya,2021,4,ribhoi,210094,495239611.1
3593,meghalaya,2021,4,east jaintia hills,140522,371541323.5
3594,meghalaya,2021,4,west jaintia hills,43460,98276171.06
3595,meghalaya,2021,4,north garo hills,38565,88113799.76
3596,meghalaya,2021,4,east garo hills,37744,79675265.12
3597,meghalaya,2021,4,south west garo hills,35153,76249072.06
3598,meghalaya,2021,4,west khasi hills,29960,108595108.9
3599,meghalaya,2021,4,south garo hills,28989,89662812.04
3600,meghalaya,2022,1,east khasi hills,653082,1762837936
3601,meghalaya,2022,1,west garo hills,325791,991586557.2
3602,meghalaya,2022,1,ribhoi,257923,624403404.8
3603,meghalaya,2022,1,east jaintia hills,169484,496156278.4
3604,meghalaya,2022,1,west jaintia hills,49196,126597671.4
3605,meghalaya,2022,1,south garo hills,43827,166412749.6
3606,meghalaya,2022,1,east garo hills,42878,97659034.31
3607,meghalaya,2022,1,north garo hills,42030,87894203.47
3608,meghalaya,2022,1,south west garo hills,39644,98249285.5
3609,meghalaya,2022,1,west khasi hills,36687,148090837.1
3610,meghalaya,2022,2,east khasi hills,853333,2156500112
3611,meghalaya,2022,2,west garo hills,392151,1150602955
3612,meghalaya,2022,2,ribhoi,337102,755786725.1
3613,meghalaya,2022,2,east jaintia hills,193196,502640751.8
3614,meghalaya,2022,2,west jaintia hills,56272,152394109.7
3615,meghalaya,2022,2,east garo hills,46150,106793207.8
3616,meghalaya,2022,2,north garo hills,44965,92496675.79
3617,meghalaya,2022,2,south west garo hills,43006,118240788.9
3618,meghalaya,2022,2,south garo hills,33680,92292848.07
3619,meghalaya,2022,2,west khasi hills,31223,103764884.9
3620,meghalaya,2022,3,east khasi hills,2924522,6137770373
3621,meghalaya,2022,3,west garo hills,508052,1283479556
3622,meghalaya,2022,3,ribhoi,400075,825278960.5
3623,meghalaya,2022,3,east jaintia hills,241204,633317484.1
3624,meghalaya,2022,3,west jaintia hills,62798,171112837
3625,meghalaya,2022,3,south west garo hills,48898,121831916
3626,meghalaya,2022,3,north garo hills,48727,107884419.6
3627,meghalaya,2022,3,east garo hills,47047,99390252.25
3628,meghalaya,2022,3,south garo hills,35206,88310719.84
3629,meghalaya,2022,3,west khasi hills,29296,87822016.1
3630,meghalaya,2022,4,east khasi hills,2285868,4886013367
3631,meghalaya,2022,4,west garo hills,612945,1565478827
3632,meghalaya,2022,4,ribhoi,416100,855262410.3
3633,meghalaya,2022,4,east jaintia hills,252554,698736182.3
3634,meghalaya,2022,4,west jaintia hills,81501,229129661.9
3635,meghalaya,2022,4,east garo hills,59445,143293321.8
3636,meghalaya,2022,4,south west garo hills,59231,150334364.9
3637,meghalaya,2022,4,north garo hills,59149,130072498.4
3638,meghalaya,2022,4,south garo hills,47478,134393051.4
3639,meghalaya,2022,4,west khasi hills,41404,141954215.1
3640,mizoram,2018,1,aizawl,12006,27918980.95
3641,mizoram,2018,1,lunglei,1604,2350555.318
3642,mizoram,2018,1,kolasib,1457,3891685.392
3643,mizoram,2018,1,mamit,1133,5729263.41
3644,mizoram,2018,1,lawngtlai,735,547180.211
3645,mizoram,2018,1,serchhip,691,1729998.408
3646,mizoram,2018,1,saiha,482,2188550.573
3647,mizoram,2018,1,champhai,453,871005.7154
3648,mizoram,2018,2,aizawl,16353,48340497.16
3649,mizoram,2018,2,lunglei,3249,6814747.054
3650,mizoram,2018,2,kolasib,2092,5117340.437
3651,mizoram,2018,2,mamit,1813,10477582.99
3652,mizoram,2018,2,serchhip,1237,3831939.569
3653,mizoram,2018,2,saiha,846,5346759.668
3654,mizoram,2018,2,champhai,834,2204311.924
3655,mizoram,2018,2,lawngtlai,627,1375226.752
3656,mizoram,2018,3,aizawl,24199,72031541.22
3657,mizoram,2018,3,lunglei,4716,12189472.09
3658,mizoram,2018,3,kolasib,2631,6563816.625
3659,mizoram,2018,3,mamit,2247,5446959.531
3660,mizoram,2018,3,serchhip,2133,6572902.581
3661,mizoram,2018,3,lawngtlai,1231,3422241.331
3662,mizoram,2018,3,champhai,1099,4369317.524
3663,mizoram,2018,3,saiha,1060,6004487.22
3664,mizoram,2018,4,aizawl,31828,114757156.9
3665,mizoram,2018,4,lunglei,6349,20867419.8
3666,mizoram,2018,4,kolasib,4701,13882638.98
3667,mizoram,2018,4,mamit,4168,12100776.51
3668,mizoram,2018,4,serchhip,2830,9311124.638
3669,mizoram,2018,4,lawngtlai,2341,5862745.985
3670,mizoram,2018,4,champhai,1726,6092672.777
3671,mizoram,2018,4,saiha,1299,7552316.893
3672,mizoram,2019,1,aizawl,40608,125499167.5
3673,mizoram,2019,1,lunglei,8092,24562628.05
3674,mizoram,2019,1,kolasib,5590,15775791.31
3675,mizoram,2019,1,mamit,5400,15141345.46
3676,mizoram,2019,1,lawngtlai,3749,12077236.04
3677,mizoram,2019,1,serchhip,2964,9972286.163
3678,mizoram,2019,1,saiha,2038,8448785.631
3679,mizoram,2019,1,champhai,1865,6683655.297
3680,mizoram,2019,2,aizawl,45257,147150855.4
3681,mizoram,2019,2,lunglei,8919,29564431.13
3682,mizoram,2019,2,kolasib,5077,15941097.8
3683,mizoram,2019,2,mamit,5047,15936975.4
3684,mizoram,2019,2,lawngtlai,4502,12828264.17
3685,mizoram,2019,2,serchhip,2917,10740915.81
3686,mizoram,2019,2,champhai,2055,7970010.188
3687,mizoram,2019,2,saiha,1897,7884158.206
3688,mizoram,2019,3,aizawl,54796,162632862
3689,mizoram,2019,3,lunglei,13305,34090897.89
3690,mizoram,2019,3,kolasib,6977,17976086.41
3691,mizoram,2019,3,mamit,6296,14161494.19
3692,mizoram,2019,3,lawngtlai,6097,14593963.46
3693,mizoram,2019,3,serchhip,4389,12447829.18
3694,mizoram,2019,3,champhai,3512,12151523.04
3695,mizoram,2019,3,saiha,2722,10739243.82
3696,mizoram,2019,4,aizawl,68532,215337713.3
3697,mizoram,2019,4,lunglei,15344,42919898.69
3698,mizoram,2019,4,kolasib,11051,24470971.73
3699,mizoram,2019,4,mamit,8468,16925628.22
3700,mizoram,2019,4,lawngtlai,8069,22279514.79
3701,mizoram,2019,4,serchhip,5889,15064874.57
3702,mizoram,2019,4,champhai,4878,17885681.11
3703,mizoram,2019,4,saiha,3008,13805068.18
3704,mizoram,2020,1,aizawl,78597,215534588.1
3705,mizoram,2020,1,lunglei,19703,47052524.73
3706,mizoram,2020,1,lawngtlai,13887,31918357.19
3707,mizoram,2020,1,mamit,12136,21524123.96
3708,mizoram,2020,1,kolasib,11386,26364756.94
3709,mizoram,2020,1,serchhip,7512,15256865.24
3710,mizoram,2020,1,champhai,6269,19712814.75
3711,mizoram,2020,1,saiha,4119,14713548.48
3712,mizoram,2020,2,aizawl,93369,238637352.5
3713,mizoram,2020,2,lunglei,27260,60375778.33
3714,mizoram,2020,2,lawngtlai,22369,44085859.54
3715,mizoram,2020,2,mamit,15352,24755549.96
3716,mizoram,2020,2,kolasib,14432,29350410.44
3717,mizoram,2020,2,serchhip,10425,19459795.69
3718,mizoram,2020,2,champhai,8480,20817381.35
3719,mizoram,2020,2,saiha,6775,19711305.6
3720,mizoram,2020,3,aizawl,136460,413175919
3721,mizoram,2020,3,lunglei,30971,83270436.84
3722,mizoram,2020,3,lawngtlai,25540,62210090.17
3723,mizoram,2020,3,mamit,17199,28176447.03
3724,mizoram,2020,3,kolasib,15789,35985260.69
3725,mizoram,2020,3,champhai,11286,35131298.73
3726,mizoram,2020,3,serchhip,10351,25197852.94
3727,mizoram,2020,3,saiha,7107,24796870.14
