,states,year,quarter,district,trans_counts,amount
1273,delhi,2021,2,south east delhi,11519378,17106146862
1274,delhi,2021,2,north west,8373397,15462806104
1275,delhi,2021,2,south west,8208259,13456640547
1276,delhi,2021,2,east,7486985,10978698462
1277,delhi,2021,2,south,7346726,9956087387
1278,delhi,2021,2,north,7283521,13045029035
1279,delhi,2021,2,north east,4567057,9118331387
1280,delhi,2021,3,central delhi,88849847,1.37311E+11
1281,delhi,2021,3,new delhi,50089446,77874603330
1282,delhi,2021,3,south east delhi,17254936,25283744434
1283,delhi,2021,3,west,17186832,31879892281
1284,delhi,2021,3,north west,11436200,21133053482
1285,delhi,2021,3,south west,10691277,17385987189
1286,delhi,2021,3,east,10407086,14944795668
1287,delhi,2021,3,south,10381321,13789719687
1288,delhi,2021,3,north,10359707,18205778952
1289,delhi,2021,3,shahdara,6108459,13750322170
1290,delhi,2021,4,central delhi,111134916,1.77626E+11
1291,delhi,2021,4,new delhi,61634107,99244375372
1292,delhi,2021,4,south east delhi,21366628,32122243405
1293,delhi,2021,4,west,20430656,39890704520
1294,delhi,2021,4,north west,13585992,26091698381
1295,delhi,2021,4,south,12510023,16942839764
1296,delhi,2021,4,north,12503180,22723650290
1297,delhi,2021,4,south west,12404698,21054166956
1298,delhi,2021,4,east,12092666,18447833007
1299,delhi,2021,4,shahdara,7518346,17929102853
1300,delhi,2022,1,central delhi,128309915,1.98073E+11
1301,delhi,2022,1,new delhi,71006225,1.10658E+11
1302,delhi,2022,1,south east delhi,23146633,34276252397
1303,delhi,2022,1,west,22748647,43283043831
1304,delhi,2022,1,north west,14899833,28208907241
1305,delhi,2022,1,north,14076598,25099334231
1306,delhi,2022,1,south west,13659485,22636957995
1307,delhi,2022,1,south,13519253,17982839889
1308,delhi,2022,1,east,13032988,19771730746
1309,delhi,2022,1,north east,8357217,17814230282
1310,delhi,2022,2,central delhi,159034619,2.32912E+11
1311,delhi,2022,2,new delhi,87939392,1.29418E+11
1312,delhi,2022,2,south east delhi,29302567,40564903164
1313,delhi,2022,2,west,28008086,50563146986
1314,delhi,2022,2,north west,18057230,33092543802
1315,delhi,2022,2,north,17494896,29482073628
1316,delhi,2022,2,south,17358990,21493188987
1317,delhi,2022,2,south west,16899542,26515960446
1318,delhi,2022,2,east,16485686,23141432020
1319,delhi,2022,2,shahdara,10060246,22195136725
1320,delhi,2022,3,central delhi,243139962,3.27192E+11
1321,delhi,2022,3,new delhi,58178476,76558260277
1322,delhi,2022,3,west,30595250,52638495088
1323,delhi,2022,3,south east delhi,30215862,40627500625
1324,delhi,2022,3,east,21104584,28881717614
1325,delhi,2022,3,north west,18316480,32675014922
1326,delhi,2022,3,south,18234782,21732528706
1327,delhi,2022,3,north,18232076,29812600679
1328,delhi,2022,3,south west,17276601,26324661267
1329,delhi,2022,3,shahdara,10220528,21361296111
1330,delhi,2022,4,central delhi,280960656,3.86108E+11
1331,delhi,2022,4,new delhi,45094468,58157025088
1332,delhi,2022,4,south east delhi,33116019,44231426531
1333,delhi,2022,4,west,32293188,56453476563
1334,delhi,2022,4,east,23683133,33122093387
1335,delhi,2022,4,north west,19859098,35599171826
1336,delhi,2022,4,south,19537728,23391855096
1337,delhi,2022,4,north,19393947,31932822870
1338,delhi,2022,4,south west,18499176,28102930810
1339,delhi,2022,4,shahdara,11420073,24438534175
1340,goa,2018,1,north goa,95114,187108292
1341,goa,2018,1,south goa,65783,116748450.4
1342,goa,2018,2,north goa,133429,290814882.4
1343,goa,2018,2,south goa,96146,187788943
1344,goa,2018,3,north goa,194726,421264288.5
1345,goa,2018,3,south goa,144785,291902680.8
1346,goa,2018,4,north goa,305380,714879898.6
1347,goa,2018,4,south goa,209375,438125180.3
1348,goa,2019,1,north goa,441807,940864352.3
1349,goa,2019,1,south goa,297005,534459045
1350,goa,2019,2,north goa,470250,1020834862
1351,goa,2019,2,south goa,298191,571032241.5
1352,goa,2019,3,north goa,673971,1293013307
1353,goa,2019,3,south goa,418445,707353884.2
1354,goa,2019,4,north goa,980231,1963621434
1355,goa,2019,4,south goa,535041,959838915
1356,goa,2020,1,north goa,1277387,2374507201
1357,goa,2020,1,south goa,603850,1035864031
1358,goa,2020,2,north goa,883695,1294651809
1359,goa,2020,2,south goa,598397,888964620.6
1360,goa,2020,3,north goa,1165122,2087621923
1361,goa,2020,3,south goa,750409,1280721658
1362,goa,2020,4,north goa,2504378,4712001379
1363,goa,2020,4,south goa,1297003,2187791369
1364,goa,2021,1,north goa,3797921,7119400650
1365,goa,2021,1,south goa,1533628,2637842229
1366,goa,2021,2,north goa,3083639,5391453885
1367,goa,2021,2,south goa,1626496,2621399702
1368,goa,2021,3,north goa,4282602,7042155412
1369,goa,2021,3,south goa,2185161,3436270181
1370,goa,2021,4,north goa,7808548,13467044828
1371,goa,2021,4,south goa,3280211,5160212288
1372,goa,2022,1,north goa,8513573,14075639844
1373,goa,2022,1,south goa,3700525,5740805559
1374,goa,2022,2,north goa,9999773,16484842033
1375,goa,2022,2,south goa,4216281,6388195726
1376,goa,2022,3,north goa,8310698,13076925808
1377,goa,2022,3,south goa,4877989,6497339467
1378,goa,2022,4,north goa,11455490,17268434372
1379,goa,2022,4,south goa,5737184,7656551999
1380,gujarat,2018,1,ahmadabad,1436152,2153123692
1381,gujarat,2018,1,surat,983723,1346833711
1382,gujarat,2018,1,vadodara,387998,604645570.2
1383,gujarat,2018,1,banas kantha,237457,197883270.2
1384,gujarat,2018,1,gandhinagar,237393,318002413.7
1385,gujarat,2018,1,mahesana,227748,213031001.6
1386,gujarat,2018,1,rajkot,219190,296803513.8
1387,gujarat,2018,1,kachchh,217912,316933354.8
1388,gujarat,2018,1,bharuch,210073,249246117.1
1389,gujarat,2018,1,bhavnagar,182948,171495425.6
1390,gujarat,2018,2,ahmadabad,1809774,3307127930
1391,gujarat,2018,2,surat,1310963,2189526110
1392,gujarat,2018,2,vadodara,528893,975136493.2
1393,gujarat,2018,2,gandhinagar,315542,522133969.7
1394,gujarat,2018,2,banas kantha,307928,362168353.1
1395,gujarat,2018,2,bharuch,289862,428830769.6
1396,gujarat,2018,2,kachchh,287874,494142162
1397,gujarat,2018,2,mahesana,286014,362586915.6
1398,gujarat,2018,2,rajkot,283913,465751106.6
1399,gujarat,2018,2,bhavnagar,253332,265850891.7
1400,gujarat,2018,3,ahmadabad,2600288,4740981792
1401,gujarat,2018,3,surat,1899586,3203734474
1402,gujarat,2018,3,vadodara,773456,1452835059
1403,gujarat,2018,3,bharuch,480222,695864170.9
1404,gujarat,2018,3,gandhinagar,479518,791502891.4
1405,gujarat,2018,3,mahesana,464894,561504997.5
1406,gujarat,2018,3,kachchh,421411,764023467.8
1407,gujarat,2018,3,rajkot,402342,650585708
1408,gujarat,2018,3,banas kantha,396566,532922632.8
1409,gujarat,2018,3,bhavnagar,374470,397576856.5
1410,gujarat,2018,4,ahmadabad,3990090,6515656157
1411,gujarat,2018,4,surat,2225031,4270243994
1412,gujarat,2018,4,vadodara,1047381,2063816598
1413,gujarat,2018,4,gandhinagar,693588,1143266870
1414,gujarat,2018,4,bharuch,603122,1036812125
1415,gujarat,2018,4,kachchh,537116,1068486739
1416,gujarat,2018,4,banas kantha,529655,758278914.5
1417,gujarat,2018,4,mahesana,529470,758586454.1
1418,gujarat,2018,4,rajkot,472933,879868565
1419,gujarat,2018,4,valsad,468363,753128666.6
1420,gujarat,2019,1,ahmadabad,7894660,10956007757
1421,gujarat,2019,1,surat,3283182,5664609104
1422,gujarat,2019,1,vadodara,1655864,2706612327
1423,gujarat,2019,1,gandhinagar,1244457,1559852035
1424,gujarat,2019,1,navsari,1112006,1853217634
1425,gujarat,2019,1,bharuch,926374,1330716994
1426,gujarat,2019,1,mahesana,899763,1021313511
1427,gujarat,2019,1,kachchh,895127,1364193288
1428,gujarat,2019,1,banas kantha,805139,1054321489
1429,gujarat,2019,1,valsad,750124,983591069.7
1430,gujarat,2019,2,ahmadabad,11689965,19024891337
1431,gujarat,2019,2,navsari,3136644,5394071895
1432,gujarat,2019,2,surat,3047988,6016899815
1433,gujarat,2019,2,vadodara,1717964,3251133814
1434,gujarat,2019,2,gandhinagar,1205404,1791763500
1435,gujarat,2019,2,bharuch,747899,1317325972
1436,gujarat,2019,2,rajkot,724751,1400871095
1437,gujarat,2019,2,mahesana,715052,1095164064
1438,gujarat,2019,2,kachchh,688449,1389719506
1439,gujarat,2019,2,banas kantha,642084,1108185174
1440,gujarat,2019,3,ahmadabad,14605589,23081622348
1441,gujarat,2019,3,surat,4447301,7371726681
1442,gujarat,2019,3,navsari,3007618,5936350632
1443,gujarat,2019,3,vadodara,2407408,3950547764
1444,gujarat,2019,3,gandhinagar,1850642,2359920414
1445,gujarat,2019,3,bharuch,1040617,1624510954
1446,gujarat,2019,3,rajkot,1022919,1587889778
1447,gujarat,2019,3,mahesana,1012086,1334187013
1448,gujarat,2019,3,anand,955946,948614191.3
1449,gujarat,2019,3,banas kantha,909575,1343558302
1450,gujarat,2019,4,ahmadabad,15696056,29657904578
1451,gujarat,2019,4,surat,4988183,9432189653
1452,gujarat,2019,4,navsari,2986534,6831783125
1453,gujarat,2019,4,vadodara,2908059,5087285260
1454,gujarat,2019,4,gandhinagar,2081714,2917516450
1455,gujarat,2019,4,bharuch,1324720,2217755668
1456,gujarat,2019,4,mahesana,1166283,1805374816
1457,gujarat,2019,4,rajkot,1134928,2127782299
1458,gujarat,2019,4,banas kantha,1087381,1918665318
1459,gujarat,2019,4,valsad,1028011,1666399666
1460,gujarat,2020,1,ahmadabad,17950876,35559467148
1461,gujarat,2020,1,surat,6801887,13770083574
1462,gujarat,2020,1,vadodara,3398524,5791008308
1463,gujarat,2020,1,gandhinagar,2337267,3378567425
1464,gujarat,2020,1,bharuch,1525995,2487359208
1465,gujarat,2020,1,banas kantha,1429235,2718891068
1466,gujarat,2020,1,valsad,1342508,2197272850
1467,gujarat,2020,1,rajkot,1339770,2664972202
1468,gujarat,2020,1,kachchh,1305996,2617080219
1469,gujarat,2020,1,mahesana,1294012,2067093335
1470,gujarat,2020,2,ahmadabad,16430916,32731896547
1471,gujarat,2020,2,surat,5654552,9378177063
1472,gujarat,2020,2,vadodara,2796615,4621695377
1473,gujarat,2020,2,gandhinagar,2039285,2913004124
1474,gujarat,2020,2,banas kantha,1860625,3107051804
1475,gujarat,2020,2,bharuch,1673375,2438983131
1476,gujarat,2020,2,mahesana,1592579,2300168471
1477,gujarat,2020,2,valsad,1498222,2040840946
1478,gujarat,2020,2,kachchh,1428844,2663558233
1479,gujarat,2020,2,rajkot,1360781,2344811087
1480,gujarat,2020,3,ahmadabad,21769867,43364229619
1481,gujarat,2020,3,surat,7272097,14667802723
1482,gujarat,2020,3,vadodara,4247473,7377577452
1483,gujarat,2020,3,gandhinagar,2828558,4509986130
1484,gujarat,2020,3,bharuch,2145954,3492190238
1485,gujarat,2020,3,banas kantha,2102221,4347810484
1486,gujarat,2020,3,mahesana,1898909,3469191791
1487,gujarat,2020,3,kachchh,1762816,3715321888
1488,gujarat,2020,3,valsad,1743270,2801506603
1489,gujarat,2020,3,rajkot,1490309,2995153085
1490,gujarat,2020,4,ahmadabad,25926518,50995692377
1491,gujarat,2020,4,surat,10950779,22483338828
1492,gujarat,2020,4,vadodara,6066452,10175864216
1493,gujarat,2020,4,gandhinagar,3802536,6260558379
1494,gujarat,2020,4,bharuch,3243841,5265465829
1495,gujarat,2020,4,banas kantha,2687464,5676878892
1496,gujarat,2020,4,valsad,2565319,4183435576
1497,gujarat,2020,4,mahesana,2473227,4748375062
1498,gujarat,2020,4,kachchh,2405892,5163742799
1499,gujarat,2020,4,rajkot,1980653,4184580563
1500,gujarat,2021,1,ahmadabad,36857358,68688129154
1501,gujarat,2021,1,surat,13429789,28261722803
1502,gujarat,2021,1,vadodara,7191021,11925964623
1503,gujarat,2021,1,gandhinagar,4275528,7290530767
1504,gujarat,2021,1,bharuch,3420929,5756013891
1505,gujarat,2021,1,banas kantha,2927080,6883945518
1506,gujarat,2021,1,valsad,2745663,4775335084
1507,gujarat,2021,1,kachchh,2664604,6036765373
1508,gujarat,2021,1,mahesana,2587041,5454846786
1509,gujarat,2021,1,rajkot,2278417,5057583315
1510,gujarat,2021,2,ahmadabad,44173046,79437951666
1511,gujarat,2021,2,surat,15230233,30756115156
1512,gujarat,2021,2,vadodara,7847805,12902554422
1513,gujarat,2021,2,gandhinagar,4552010,7835004938
1514,gujarat,2021,2,bharuch,3937665,6464930553
1515,gujarat,2021,2,banas kantha,3648428,8286069196
1516,gujarat,2021,2,kachchh,3268191,7040086478
1517,gujarat,2021,2,valsad,3236626,5434041160
1518,gujarat,2021,2,mahesana,3118685,6292779692
1519,gujarat,2021,2,rajkot,2675842,5707346831
1520,gujarat,2021,3,ahmadabad,58611265,1.01761E+11
1521,gujarat,2021,3,surat,21214459,40838608900
1522,gujarat,2021,3,vadodara,10555446,16336422911
1523,gujarat,2021,3,gandhinagar,6318239,10546315791
1524,gujarat,2021,3,bharuch,5280607,8322570349
1525,gujarat,2021,3,banas kantha,4877149,11302732745
1526,gujarat,2021,3,valsad,4434194,7173200940
1527,gujarat,2021,3,kachchh,4378602,9001941153
1528,gujarat,2021,3,mahesana,4085272,8371811502
1529,gujarat,2021,3,rajkot,3586356,7726777655
1530,gujarat,2021,4,ahmadabad,70075885,1.24559E+11
1531,gujarat,2021,4,surat,26358525,51244301661
1532,gujarat,2021,4,vadodara,12675332,20051547593
1533,gujarat,2021,4,gandhinagar,7658806,13063535936
1534,gujarat,2021,4,bharuch,6671068,10647007113
1535,gujarat,2021,4,banas kantha,6396725,14662295530
1536,gujarat,2021,4,valsad,5798487,9554286593
1537,gujarat,2021,4,kachchh,5470337,11281039516
1538,gujarat,2021,4,mahesana,5022604,10719744657
1539,gujarat,2021,4,rajkot,4398724,9808446764
1540,gujarat,2022,1,ahmadabad,79952986,1.40746E+11
1541,gujarat,2022,1,surat,31199368,60384509134
1542,gujarat,2022,1,vadodara,14343830,22232541229
1543,gujarat,2022,1,gandhinagar,8605006,14673670632
1544,gujarat,2022,1,banas kantha,7973644,18279879154
1545,gujarat,2022,1,bharuch,7704075,12142511078
1546,gujarat,2022,1,valsad,6673719,11065186874
1547,gujarat,2022,1,kachchh,6493295,13234467234
1548,gujarat,2022,1,mahesana,5772191,12148997855
1549,gujarat,2022,1,rajkot,5044420,11183107357
1550,gujarat,2022,2,ahmadabad,96453555,1.61506E+11
1551,gujarat,2022,2,surat,37371820,68525386888
1552,gujarat,2022,2,vadodara,16566055,24927078678
1553,gujarat,2022,2,gandhinagar,10158506,16650584409
1554,gujarat,2022,2,banas kantha,9732655,20605533611
1555,gujarat,2022,2,bharuch,8898927,13524403307
1556,gujarat,2022,2,valsad,8033358,12554813235
1557,gujarat,2022,2,kachchh,7934471,15334005512
1558,gujarat,2022,2,mahesana,6831581,13686497406
1559,gujarat,2022,2,rajkot,6063252,12629937170
1560,gujarat,2022,3,ahmadabad,117574996,1.84255E+11
1561,gujarat,2022,3,surat,46500453,78304481289
1562,gujarat,2022,3,vadodara,23318716,32733106035
1563,gujarat,2022,3,bharuch,11270803,15949022078
1564,gujarat,2022,3,banas kantha,11035119,22401495022
1565,gujarat,2022,3,gandhinagar,10879868,17098915693
1566,gujarat,2022,3,valsad,9633288,13905599409
1567,gujarat,2022,3,kachchh,9375781,16533683640
1568,gujarat,2022,3,rajkot,8053297,15206611341
1569,gujarat,2022,3,mahesana,6403784,12429803357
1570,gujarat,2022,4,ahmadabad,133174553,2.12037E+11
1571,gujarat,2022,4,surat,52037142,85923991747
1572,gujarat,2022,4,vadodara,20968443,30304178848
1573,gujarat,2022,4,bharuch,15879527,22486941030
1574,gujarat,2022,4,banas kantha,12352158,25179922290
1575,gujarat,2022,4,gandhinagar,12010565,19015449814
1576,gujarat,2022,4,valsad,11103340,15842261458
1577,gujarat,2022,4,kachchh,9617702,17113433243
1578,gujarat,2022,4,rajkot,9260831,17834314869
1579,gujarat,2022,4,mahesana,7160396,14173625244
1580,haryana,2018,1,gurugram,1408070,2317083394
1581,haryana,2018,1,faridabad,521939,772738359.2
1582,haryana,2018,1,hisar,240517,355732765.8
1583,haryana,2018,1,rewari,199418,280095218.8
1584,haryana,2018,1,panipat,183960,263054774.7
1585,haryana,2018,1,sonipat,178766,279804665.7
1586,haryana,2018,1,karnal,169313,247718779.1
1587,haryana,2018,1,sirsa,164867,164313975.9
1588,haryana,2018,1,bhiwani,125150,190361119.4
1589,haryana,2018,1,rohtak,121728,215207976.2
1590,haryana,2018,2,gurugram,1893511,3604758915
1591,haryana,2018,2,faridabad,698865,1211325239
1592,haryana,2018,2,hisar,320500,627894549.3
1593,haryana,2018,2,panipat,265754,440169913.4
1594,haryana,2018,2,rewari,263194,453157049.1
1595,haryana,2018,2,sonipat,253130,475518495.5
1596,haryana,2018,2,sirsa,234948,288080253.2
1597,haryana,2018,2,karnal,224254,430353501.6
1598,haryana,2018,2,ambala,180500,352994750.9
1599,haryana,2018,2,rohtak,179677,372787270.3
1600,haryana,2018,3,gurugram,2877059,5115393852
1601,haryana,2018,3,faridabad,1058983,1722572594
1602,haryana,2018,3,hisar,390428,961080725.8
1603,haryana,2018,3,rewari,350599,643047741.8
1604,haryana,2018,3,panipat,331409,660571357.3
1605,haryana,2018,3,sonipat,315829,689899150.9
1606,haryana,2018,3,karnal,282956,594890204
1607,haryana,2018,3,rohtak,242013,568546327.5
1608,haryana,2018,3,ambala,233248,522223540.2
1609,haryana,2018,3,sirsa,222321,409263123.9
1610,haryana,2018,4,gurugram,4651606,7834266745
1611,haryana,2018,4,faridabad,2271109,2832603201
1612,haryana,2018,4,rewari,535609,1038332554
1613,haryana,2018,4,hisar,511206,1476103126
1614,haryana,2018,4,sonipat,428989,1037340218
1615,haryana,2018,4,panipat,427930,960831967
1616,haryana,2018,4,palwal,383775,672481291.5
1617,haryana,2018,4,karnal,356327,883621789.5
1618,haryana,2018,4,jhajjar,319972,741571573.9
1619,haryana,2018,4,ambala,313017,778868451.3
1620,haryana,2019,1,gurugram,8723777,10558099867
1621,haryana,2019,1,faridabad,4020631,4128377201
1622,haryana,2019,1,rewari,992599,1395914440
1623,haryana,2019,1,palwal,719323,1032542809
1624,haryana,2019,1,hisar,703750,1656524676
1625,haryana,2019,1,sonipat,699422,1419939621
1626,haryana,2019,1,panipat,685081,1414874465
1627,haryana,2019,1,karnal,589011,1295083691
1628,haryana,2019,1,rohtak,575222,1345411743
1629,haryana,2019,1,jhajjar,548076,1042049466
1630,haryana,2019,2,gurugram,8386864,11575310786
1631,haryana,2019,2,faridabad,3523377,4505940224
1632,haryana,2019,2,rohtak,1096201,2813329871
1633,haryana,2019,2,panipat,1019615,2473242371
1634,haryana,2019,2,rewari,889511,1639474281
1635,haryana,2019,2,sonipat,888795,2100408323
1636,haryana,2019,2,karnal,814251,2062725762
1637,haryana,2019,2,hisar,761001,2054472611
1638,haryana,2019,2,palwal,741633,1293085678
1639,haryana,2019,2,jhajjar,569289,1308026489
1640,haryana,2019,3,gurugram,11843666,15022524505
1641,haryana,2019,3,faridabad,4701377,5869168552
1642,haryana,2019,3,rewari,1206241,2010833862
1643,haryana,2019,3,rohtak,1158516,3225248553
1644,haryana,2019,3,panipat,1155825,2901827843
1645,haryana,2019,3,sonipat,1066029,2495689740
1646,haryana,2019,3,palwal,1061268,1687988450
1647,haryana,2019,3,hisar,1055411,2558826215
1648,haryana,2019,3,karnal,991286,2467996779
1649,haryana,2019,3,jhajjar,755297,1642655006
1650,haryana,2019,4,gurugram,14935865,19000424238
1651,haryana,2019,4,faridabad,5358174,7782346424
1652,haryana,2019,4,rewari,1538398,2831585560
1653,haryana,2019,4,panipat,1437677,3870819295
1654,haryana,2019,4,rohtak,1428337,4158625642
1655,haryana,2019,4,sonipat,1368457,3347168253
1656,haryana,2019,4,hisar,1309901,3351369913
1657,haryana,2019,4,karnal,1280457,3322975422
1658,haryana,2019,4,palwal,1273274,2370503274
1659,haryana,2019,4,jhajjar,965474,2147473030
1660,haryana,2020,1,gurugram,16484737,21152356889
1661,haryana,2020,1,faridabad,5840117,8881105700
1662,haryana,2020,1,sonipat,2016893,5091258326
1663,haryana,2020,1,rohtak,1803076,5175066327
1664,haryana,2020,1,panipat,1781967,4661669007
1665,haryana,2020,1,rewari,1747564,3142595798
1666,haryana,2020,1,palwal,1613263,3109146807
1667,haryana,2020,1,karnal,1579733,4003478769
1668,haryana,2020,1,hisar,1533724,3820470010
1669,haryana,2020,1,mewat,1241283,3154872672
1670,haryana,2020,2,gurugram,11284856,14426170121
1671,haryana,2020,2,faridabad,5775792,8177450074
1672,haryana,2020,2,palwal,2090627,3788124543
1673,haryana,2020,2,sonipat,2067865,5016220638
1674,haryana,2020,2,rohtak,2050920,5946541939
1675,haryana,2020,2,rewari,2022132,3582603329
1676,haryana,2020,2,panipat,2011582,5207544727
1677,haryana,2020,2,hisar,1644838,4146210408
1678,haryana,2020,2,karnal,1629574,4045109843
1679,haryana,2020,2,mewat,1598705,3658746772
1680,haryana,2020,3,gurugram,18098421,23437360422
1681,haryana,2020,3,faridabad,8700173,13490214443
1682,haryana,2020,3,rewari,3041169,5346067429
1683,haryana,2020,3,sonipat,2922945,7024743099
1684,haryana,2020,3,palwal,2672871,4869775359
1685,haryana,2020,3,panipat,2334545,5809998641
1686,haryana,2020,3,hisar,2209518,5761605478
1687,haryana,2020,3,mewat,2107221,5099537213
1688,haryana,2020,3,karnal,1955755,4578348863
1689,haryana,2020,3,rohtak,1740356,4643691558
1690,haryana,2020,4,gurugram,28192581,35629614077
1691,haryana,2020,4,faridabad,12149079,19603646063
1692,haryana,2020,4,rewari,4329508,8169865745
1693,haryana,2020,4,sonipat,3721622,9010603702
1694,haryana,2020,4,palwal,3692902,7333424919
1695,haryana,2020,4,hisar,3190398,8738948859
1696,haryana,2020,4,panipat,3059943,7874714736
1697,haryana,2020,4,mewat,2948645,7484819525
1698,haryana,2020,4,karnal,2527301,6152410696
1699,haryana,2020,4,jhajjar,2429140,5544973431
1700,haryana,2021,1,gurugram,31719830,39350276709
1701,haryana,2021,1,faridabad,12970900,21241648454
1702,haryana,2021,1,rewari,4385531,8303713647
1703,haryana,2021,1,sonipat,4353956,9992974986
1704,haryana,2021,1,palwal,3641453,7214450169
1705,haryana,2021,1,hisar,3294765,8859730937
1706,haryana,2021,1,panipat,3288095,7866864997
1707,haryana,2021,1,mewat,3236320,8671355565
1708,haryana,2021,1,karnal,2822406,6379825747
1709,haryana,2021,1,rohtak,2708295,6792159647
1710,haryana,2021,2,gurugram,32311326,39938868048
1711,haryana,2021,2,faridabad,14467773,23831325860
1712,haryana,2021,2,sonipat,5818055,12924700817
1713,haryana,2021,2,rewari,5377720,9762169803
1714,haryana,2021,2,panipat,4781725,10716524259
1715,haryana,2021,2,palwal,4765916,9533885153
1716,haryana,2021,2,hisar,4588374,11866795027
1717,haryana,2021,2,mewat,4011429,9985192716
1718,haryana,2021,2,rohtak,3586587,8769888645
1719,haryana,2021,2,karnal,3501189,7822099241
1720,haryana,2021,3,gurugram,47680658,55914389975
1721,haryana,2021,3,faridabad,19367342,30608591108
1722,haryana,2021,3,rewari,7225396,12146892238
1723,haryana,2021,3,sonipat,7173052,14357121850
1724,haryana,2021,3,panipat,6120958,12577188572
1725,haryana,2021,3,palwal,5875612,10372287086
1726,haryana,2021,3,hisar,5215891,12437366867
1727,haryana,2021,3,mewat,5054460,11174788501
1728,haryana,2021,3,rohtak,4615616,10168683402
1729,haryana,2021,3,karnal,4403307,8835919266
1730,haryana,2021,4,gurugram,56754843,69593103273
1731,haryana,2021,4,faridabad,23169872,38292223252
1732,haryana,2021,4,sonipat,8588386,18170993285
1733,haryana,2021,4,rewari,8487387,15492946893
1734,haryana,2021,4,panipat,7419868,16276012823
1735,haryana,2021,4,palwal,7384842,13860018395
1736,haryana,2021,4,mewat,6907605,14906046920
1737,haryana,2021,4,hisar,6193863,16081687128
1738,haryana,2021,4,rohtak,5544335,13098837016
1739,haryana,2021,4,karnal,5416815,11527031602
1740,haryana,2022,1,gurugram,63282822,77508209557
1741,haryana,2022,1,faridabad,25918817,42896865211
1742,haryana,2022,1,sonipat,9614092,19484490398
1743,haryana,2022,1,rewari,9346086,16678823765
1744,haryana,2022,1,panipat,9264902,19020193909
1745,haryana,2022,1,mewat,8788025,17806136969
1746,haryana,2022,1,palwal,8401353,15280812571
1747,haryana,2022,1,hisar,7216543,18068574001
1748,haryana,2022,1,rohtak,6268896,14421297234
1749,haryana,2022,1,karnal,6097787,12324299905
1750,haryana,2022,2,gurugram,79880852,92145454120
1751,haryana,2022,2,faridabad,30409719,48406473821
1752,haryana,2022,2,sonipat,11943138,22987659570
1753,haryana,2022,2,rewari,11224593,19046645608
1754,haryana,2022,2,panipat,10820296,21066063901
1755,haryana,2022,2,mewat,10609222,20575618596
1756,haryana,2022,2,palwal,9782307,17323076798
1757,haryana,2022,2,hisar,8798889,20864338832
1758,haryana,2022,2,rohtak,7714114,16685032555
1759,haryana,2022,2,karnal,7462000,14355989092
1760,haryana,2022,3,gurugram,87103856,99360193857
1761,haryana,2022,3,faridabad,31002825,46163415393
1762,haryana,2022,3,sonipat,16738938,29152136082
1763,haryana,2022,3,hisar,15314209,30005386061
1764,haryana,2022,3,panipat,13837300,24633921101
1765,haryana,2022,3,rewari,12015067,19436985213
1766,haryana,2022,3,palwal,11032395,17956834812
1767,haryana,2022,3,mewat,10832560,19134475751
1768,haryana,2022,3,rohtak,9939686,18965127888
1769,haryana,2022,3,karnal,9139842,16912349322
1770,haryana,2022,4,gurugram,92493335,1.07047E+11
1771,haryana,2022,4,faridabad,33161524,49923713557
1772,haryana,2022,4,sonipat,17683407,32605509131
1773,haryana,2022,4,hisar,16862076,34368965297
1774,haryana,2022,4,rohtak,14350357,27248544247
1775,haryana,2022,4,rewari,13324092,22585777500
1776,haryana,2022,4,palwal,13114018,21856737362
1777,haryana,2022,4,panipat,12217738,23682687584
1778,haryana,2022,4,karnal,12214724,23383107604
1779,haryana,2022,4,mewat,11181774,20507941018
1780,himachal-pradesh,2018,1,solan,118881,146873607.4
1781,himachal-pradesh,2018,1,kangra,62061,83269925.39
1782,himachal-pradesh,2018,1,shimla,54161,84375526.98
1783,himachal-pradesh,2018,1,mandi,44169,50308276.31
1784,himachal-pradesh,2018,1,chamba,41138,69091183.95
1785,himachal-pradesh,2018,1,una,39070,48375221.96
1786,himachal-pradesh,2018,1,sirmaur,37721,43579534.4
1787,himachal-pradesh,2018,1,hamirpur,32709,37506250.25
1788,himachal-pradesh,2018,1,kullu,23978,36599342.9
1789,himachal-pradesh,2018,1,bilaspur,21880,20215586.71
1790,himachal-pradesh,2018,2,solan,166516,254576422.9
1791,himachal-pradesh,2018,2,kangra,97426,172859755.3
1792,himachal-pradesh,2018,2,shimla,82195,162202102.6
1793,himachal-pradesh,2018,2,mandi,58415,85994890.16
1794,himachal-pradesh,2018,2,chamba,55922,125825520.9
1795,himachal-pradesh,2018,2,sirmaur,53040,77059907.62
1796,himachal-pradesh,2018,2,una,51637,81025669.33
1797,himachal-pradesh,2018,2,hamirpur,41507,63207300.3
1798,himachal-pradesh,2018,2,kullu,39948,96624850.44
1799,himachal-pradesh,2018,2,bilaspur,30705,41392933.96
1800,himachal-pradesh,2018,3,solan,229164,373018057.4
1801,himachal-pradesh,2018,3,kangra,123560,243834956.6
1802,himachal-pradesh,2018,3,shimla,109765,261701779.4
1803,himachal-pradesh,2018,3,sirmaur,78762,124334577
1804,himachal-pradesh,2018,3,mandi,74604,128941896.3
1805,himachal-pradesh,2018,3,una,73766,150521417.3
1806,himachal-pradesh,2018,3,hamirpur,58022,90529572.12
1807,himachal-pradesh,2018,3,chamba,44858,190977335.5
